id;domanda;risposta_corretta;risposta_errata_1;risposta_errata_2
0507;Nell'ambito del procedimento penale italiano, in materia di l'estradizione per l'estero, è corretto affermare che: (Approfondimento n. 5);Procedura di cooperazione giudiziaria internazionale diretta alla consegna di un individuo da uno Stato all'altro per l'esecuzione di un processo o di una pena.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.
0516;Nell'ambito del procedimento penale italiano, in materia di la costituzione di parte civile, è corretto affermare che: (Approfondimento n. 5);L'atto con cui il soggetto danneggiato dal reato esercita l'azione civile nel processo penale per ottenere il risarcimento del danno.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.
0534;In relazione al tema di il principio di non colpevolezza (art. 27 cost.), la disciplina del codice di procedura penale prevede che: (Approfondimento n. 5);L'imputato non è considerato colpevole sino alla condanna definitiva passata in giudicato.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.
0546;Relativamente all'istituto di le perquisizioni e i sequestri probatori, quale fra le seguenti risposte è corretta? (Approfondimento n. 6);Mezzi di ricerca della prova diretti a rintracciare cose pertinenti al reato o il corpo del reato.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.
0561;In tema di procedura penale, con riguardo a le misure cautelari reali (sequestro conservativo e sequestro preventivo), si indichi la risposta esatta: (Approfondimento n. 6);Il sequestro preventivo mira ad evitare che la libera disponibilità del bene possa aggravare o protrarre le conseguenze del reato.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.
0600;Quale delle seguenti affermazioni esprime la regola di diritto applicabile in materia di la declaratoria immediata di determinate cause di non punibilità (art. 129 c.p.p.)? (Approfondimento n. 6);L'obbligo del giudice di dichiarare d'ufficio l'estinzione del reato o l'assenza di responsabilità in ogni stato e grado del processo.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.
0603;Nell'ambito del procedimento penale italiano, in materia di l'arresto in flagranza di reato, è corretto affermare che: (Approfondimento n. 6);Misura pre-cautelare d'urgenza con cui la PG priva della libertà chi viene sorpreso nell'atto di commettere il reato.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.
0606;Nell'ambito del procedimento penale italiano, in materia di le perquisizioni e i sequestri probatori, è corretto affermare che: (Approfondimento n. 6);Mezzi di ricerca della prova diretti a rintracciare cose pertinenti al reato o il corpo del reato.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.
0624;In relazione al tema di l'incidente probatorio (art. 392 c.p.p.), la disciplina del codice di procedura penale prevede che: (Approfondimento n. 6);Un udienza speciale che si svolge davanti al GIP per l'assunzione anticipata della prova non rinviabile al dibattimento.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.
0642;Relativamente all'istituto di l'istituto del fermo di indiziato di delitto (art. 384 c.p.p.), quale fra le seguenti risposte è corretta? (Approfondimento n. 7);Disposto dal PM o dalla PG quando sussistono specifici elementi che fanno ritenere fondato il pericolo di fuga per un grave delitto.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.
0648;Relativamente all'istituto di il mandato d'arresto europeo (mae), quale fra le seguenti risposte è corretta? (Approfondimento n. 7);Decisione giudiziaria emessa da uno Stato membro dell'UE in vista dell'arresto e della consegna da parte di un altro Stato membro di una persona ricercata.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.
0669;In tema di procedura penale, con riguardo a la capacità processuale dell'imputato, si indichi la risposta esatta: (Approfondimento n. 7);La capacità dell'imputato di partecipare coscientemente al processo penale, la cui mancanza ne determina la sospensione.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.
0699;Quale delle seguenti affermazioni esprime la regola di diritto applicabile in materia di le contestazioni nell'esame testimoniale (art. 500 c.p.p.)? (Approfondimento n. 7);Uso delle dichiarazioni rese precedentemente dal teste per evidenziare difformità o contraddizioni con quanto detto in dibattimento.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.
0714;Nell'ambito del procedimento penale italiano, in materia di il principio di non colpevolezza (art. 27 cost.), è corretto affermare che: (Approfondimento n. 7);L'imputato non è considerato colpevole sino alla condanna definitiva passata in giudicato.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.
0735;In relazione al tema di l'incapacità a testimoniare nel processo penale, la disciplina del codice di procedura penale prevede che: (Approfondimento n. 7);Determinati soggetti (es. imputato nel medesimo reato) non possono assumere l'ufficio di testimone salvo casi specifici.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.
0741;Relativamente all'istituto di le misure cautelari reali (sequestro conservativo e sequestro preventivo), quale fra le seguenti risposte è corretta? (Approfondimento n. 8);Il sequestro preventivo mira ad evitare che la libera disponibilità del bene possa aggravare o protrarre le conseguenze del reato.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.
0744;Relativamente all'istituto di l'incidente probatorio (art. 392 c.p.p.), quale fra le seguenti risposte è corretta? (Approfondimento n. 8);Un udienza speciale che si svolge davanti al GIP per l'assunzione anticipata della prova non rinviabile al dibattimento.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.
0747;Relativamente all'istituto di l'estradizione per l'estero, quale fra le seguenti risposte è corretta? (Approfondimento n. 8);Procedura di cooperazione giudiziaria internazionale diretta alla consegna di un individuo da uno Stato all'altro per l'esecuzione di un processo o di una pena.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.
0765;In tema di procedura penale, con riguardo a la perizia penale, si indichi la risposta esatta: (Approfondimento n. 8);Mezzo di prova disposto dal giudice quando occorre svolgere indagini o acquisire valutazioni che richiedono specifiche competenze tecniche.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.
0795;Quale delle seguenti affermazioni esprime la regola di diritto applicabile in materia di l'incapacità a testimoniare nel processo penale? (Approfondimento n. 8);Determinati soggetti (es. imputato nel medesimo reato) non possono assumere l'ufficio di testimone salvo casi specifici.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.
0801;Nell'ambito del procedimento penale italiano, in materia di le misure cautelari reali (sequestro conservativo e sequestro preventivo), è corretto affermare che: (Approfondimento n. 8);Il sequestro preventivo mira ad evitare che la libera disponibilità del bene possa aggravare o protrarre le conseguenze del reato.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.
0810;Nell'ambito del procedimento penale italiano, in materia di la rimessione del processo (art. 45 c.p.p.), è corretto affermare che: (Approfondimento n. 8);Spostamento del processo ad altro giudice di pari grado per gravi situazioni locali che pregiudicano la sicurezza o la libertà di determinazione delle persone.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.
0846;Relativamente all'istituto di le perquisizioni e i sequestri probatori, quale fra le seguenti risposte è corretta? (Approfondimento n. 9);Mezzi di ricerca della prova diretti a rintracciare cose pertinenti al reato o il corpo del reato.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.
0852;Relativamente all'istituto di le condizioni di procedibilità (querela, istanza, richiesta, autorizzazione a procedere), quale fra le seguenti risposte è corretta? (Approfondimento n. 9);Presupposti necessari in assenza dei quali l'azione penale non può essere esercitata o proseguita dal PM.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.
0861;In tema di procedura penale, con riguardo a le misure cautelari reali (sequestro conservativo e sequestro preventivo), si indichi la risposta esatta: (Approfondimento n. 9);Il sequestro preventivo mira ad evitare che la libera disponibilità del bene possa aggravare o protrarre le conseguenze del reato.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.
0864;In tema di procedura penale, con riguardo a l'incidente probatorio (art. 392 c.p.p.), si indichi la risposta esatta: (Approfondimento n. 9);Un udienza speciale che si svolge davanti al GIP per l'assunzione anticipata della prova non rinviabile al dibattimento.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.
0870;In tema di procedura penale, con riguardo a la rimessione del processo (art. 45 c.p.p.), si indichi la risposta esatta: (Approfondimento n. 9);Spostamento del processo ad altro giudice di pari grado per gravi situazioni locali che pregiudicano la sicurezza o la libertà di determinazione delle persone.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.
0876;In tema di procedura penale, con riguardo a la costituzione di parte civile, si indichi la risposta esatta: (Approfondimento n. 9);L'atto con cui il soggetto danneggiato dal reato esercita l'azione civile nel processo penale per ottenere il risarcimento del danno.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.
0882;Quale delle seguenti affermazioni esprime la regola di diritto applicabile in materia di l'istituto del fermo di indiziato di delitto (art. 384 c.p.p.)? (Approfondimento n. 9);Disposto dal PM o dalla PG quando sussistono specifici elementi che fanno ritenere fondato il pericolo di fuga per un grave delitto.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado.
0912;Nell'ambito del procedimento penale italiano, in materia di le condizioni di procedibilità (querela, istanza, richiesta, autorizzazione a procedere), è corretto affermare che: (Approfondimento n. 9);Presupposti necessari in assenza dei quali l'azione penale non può essere esercitata o proseguita dal PM.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.
0915;Nell'ambito del procedimento penale italiano, in materia di l'incapacità a testimoniare nel processo penale, è corretto affermare che: (Approfondimento n. 9);Determinati soggetti (es. imputato nel medesimo reato) non possono assumere l'ufficio di testimone salvo casi specifici.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.
0921;In relazione al tema di le misure cautelari reali (sequestro conservativo e sequestro preventivo), la disciplina del codice di procedura penale prevede che: (Approfondimento n. 9);Il sequestro preventivo mira ad evitare che la libera disponibilità del bene possa aggravare o protrarre le conseguenze del reato.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale per una durata complessiva mai inferiore a sei mesi, durante i quali tutti i termini di prescrizione del reato restano del tutto congelati.
0936;In relazione al tema di la costituzione di parte civile, la disciplina del codice di procedura penale prevede che: (Approfondimento n. 9);L'atto con cui il soggetto danneggiato dal reato esercita l'azione civile nel processo penale per ottenere il risarcimento del danno.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.;Deve essere notificato personally al Presidente della Camera di appartenenza entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione da parte dell'organo giudicante procedente.
0939;In relazione al tema di le contestazioni nell'esame testimoniale (art. 500 c.p.p.), la disciplina del codice di procedura penale prevede che: (Approfondimento n. 9);Uso delle dichiarazioni rese precedentemente dal teste per evidenziare difformità o contraddizioni con quanto detto in dibattimento.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.
0954;Relativamente all'istituto di il principio di non colpevolezza (art. 27 cost.), quale fra le seguenti risposte è corretta? (Approfondimento n. 10);L'imputato non è considerato colpevole sino alla condanna definitiva passata in giudicato.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.
0981;Quale delle seguenti affermazioni esprime la regola di diritto applicabile in materia di le misure cautelari reali (sequestro conservativo e sequestro preventivo)? (Approfondimento n. 10);Il sequestro preventivo mira ad evitare che la libera disponibilità del bene possa aggravare o protrarre le conseguenze del reato.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.;Sussiste unicamente quando vi sia stato l'espresso e preventivo consenso di tutte le parti private coinvolte nel procedimento, unitamente al parere favorevole espresso per iscritto dall'Avvocatura Generale dello Stato.
3038;In materia di il sequestro giudiziario ex art. 670 c.p.c., quale fra le seguenti affermazioni rispecchia la disciplina del codice di procedura civile?;Disposto quando è controversa la proprietà o il possesso di beni e sia opportuno provvedere alla loro custodia.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3050;In materia di l'estinzione per inattività delle parti (art. 307 c.p.c.), quale fra le seguenti affermazioni rispecchia la disciplina del codice di procedura civile?;Si verifica quando le parti non riassumono o non proseguono il processo nei termini perentori stabiliti dalla legge.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.
3065;Relativamente all'istituto di la negoziazione assistita, si indichi la risposta esatta secondo le norme vigenti:;Accordo mediante il quale le parti cooperano in buona fede per risolvere una controversia tramite l'assistenza dei rispettivi avvocati.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.
3068;Relativamente all'istituto di la sospensione del processo (art. 295 c.p.c.), si indichi la risposta esatta secondo le norme vigenti:;Arresto provvisorio del processo disposto quando la decisione dipende dalla risoluzione di un'altra controversia pregiudiziale.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.
3074;Relativamente all'istituto di la chiamata in causa del terzo su istanza di parte (art. 106 c.p.c.), si indichi la risposta esatta secondo le norme vigenti:;Consente a ciascuna parte di chiamare in causa un terzo al quale ritiene comune la causa o dal quale pretende di essere garantita.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.
3083;Con riguardo al tema di il lodo arbitrale, quale delle seguenti opzioni esprime correttamente il principio generale?;La decisione emessa dagli arbitri che produce gli effetti della sentenza pronunciata dall'autorità giudiziaria dalla data della sua ultima sottoscrizione.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.
3092;Con riguardo al tema di l'astensione e la ricusazione del giudice (artt. 51 e 52 c.p.c.), quale delle seguenti opzioni esprime correttamente il principio generale?;Istituti volti a garantire l'imparzialità del giudice quando sussistono legami con le parti o con l'oggetto della causa.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.
3113;In tema di procedura civile, con riferimento a l'intervento volontario di terzo (art. 105 c.p.c.), è corretto affermare che:;L'ingresso di un terzo nel processo per far valere un proprio diritto o per sostenere le ragioni di una delle parti (ad adiuvandum).;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.
3128;Nell'ambito del processo civile italiano, in materia di la sospensione del processo (art. 295 c.p.c.), cosa prevede il c.p.c.?;Arresto provvisorio del processo disposto quando la decisione dipende dalla risoluzione di un'altra controversia pregiudiziale.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3149;In materia di l'estinzione del processo per rinuncia agli atti (art. 306 c.p.c.), quale fra le seguenti affermazioni rispecchia la disciplina del codice di procedura civile? (Modulo d'approfondimento n. 2);Conseguenza della rinuncia formale compiuta dall'attore e accettata dalle parti costituite che non abbiano interesse alla prosecuzione.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.
3161;Relativamente all'istituto di il rito del lavoro (art. 409 e ss. c.p.c.), si indichi la risposta esatta secondo le norme vigenti: (Modulo d'approfondimento n. 2);Caratterizzato da concentrazione, immediatezza, oralità e da poteri istruttori d'ufficio riservati al giudice del lavoro.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3191;Con riguardo al tema di il regolamento preventivo di giurisdizione (art. 41 c.p.c.), quale delle seguenti opzioni esprime correttamente il principio generale? (Modulo d'approfondimento n. 2);Strumento con cui ciascuna parte può chiedere alle Sezioni Unite della Cassazione di risolvere una questione di giurisdizione finché la causa non è decisa in primo grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.
3194;Con riguardo al tema di la chiamata in causa del terzo su istanza di parte (art. 106 c.p.c.), quale delle seguenti opzioni esprime correttamente il principio generale? (Modulo d'approfondimento n. 2);Consente a ciascuna parte di chiamare in causa un terzo al quale ritiene comune la causa o dal quale pretende di essere garantita.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.
3203;In tema di procedura civile, con riferimento a il lodo arbitrale, è corretto affermare che: (Modulo d'approfondimento n. 2);La decisione emessa dagli arbitri che produce gli effetti della sentenza pronunciata dall'autorità giudiziaria dalla data della sua ultima sottoscrizione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
